週,ブロック,フェーズ,曜日,セッション,順番,種目,メイン,セット,レップ,重量,kg,%1RM,RPE,休憩,対象,メモ,BJJメモ
9,筋力特化,MAV超,月,ベンチ＋フロントスクワット＋胸,3,クローズグリップベンチ,,4,8,82.5,82.5,,8,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
9,筋力特化,MAV超,月,ベンチ＋フロントスクワット＋胸,4,懸垂（プロネイト）,,3,6-8,自重+5,80,,8,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
9,筋力特化,MAV超,月,ベンチ＋フロントスクワット＋胸,5,プレートサイドレイズ,,3,12,10,10,,8,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。週内に分散した肩の1本。,
9,筋力特化,MAV超,月,ベンチ＋フロントスクワット＋胸,6,バーベルシュラッグ,,3,10,135,135,,8,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。僧帽は週4日に薄く分散。,襟を持つ姿勢の維持。
9,筋力特化,MAV超,火,デッド＋背中・僧帽,1,デッドリフト,○,5,3,145,145,82.5,7.5,4分,後面,床離れとロックアウトを同じ速度で。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
9,筋力特化,MAV超,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6-8,75,75,,8,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
9,筋力特化,MAV超,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,3,6-8,自重+5,80,,8,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
9,筋力特化,MAV超,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,3,10,50,50,,8,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
9,筋力特化,MAV超,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,3,12,127.5,127.5,,8,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。セットは抑えめ（他日と分散）。,
9,筋力特化,MAV超,水,OHP＋腕・肩,1,オーバーヘッドプレス,○,4,5,62.5,62.5,77.5,7.5,3.5分,肩,ベルト任意。,
9,筋力特化,MAV超,水,OHP＋腕・肩,2,プレートサイドレイズ,,3,12-15,10,10,,8,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。フロント／リアは木曜へ移し、この日の肩集中を避ける。,
9,筋力特化,MAV超,水,OHP＋腕・肩,3,スカルクラッシャー,,3,10,40,40,,8,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。月曜から移し、三頭を週内分散。,エビ・ポストの肘伸ばし持久。
9,筋力特化,MAV超,水,OHP＋腕・肩,4,プレートオーバーヘッドエクステンション,,3,10,15,15,,8,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
9,筋力特化,MAV超,水,OHP＋腕・肩,5,バーベルカール,,3,8,35,35,,8,1分,二頭,肘を体側。下ろし3秒。金曜の高レップと分け、二頭を週2以上に分散。,クローズドガードの引き。
9,筋力特化,MAV超,木,スクワット＋後面＋肩・胸,1,バックスクワット,○,3,5,135,135,77.5,7.5,3.5分,四頭,パターン維持。重量は欲張らない。,
9,筋力特化,MAV超,木,スクワット＋後面＋肩・胸,2,ルーマニアンデッドリフト,,4,6,120,120,,8,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。デッドと合わせて後面をMEV〜MAVへ。,ヒップヒンジとタックル耐性。
9,筋力特化,MAV超,木,スクワット＋後面＋肩・胸,3,スポトプレス,,3,6-8,85,85,,8,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
9,筋力特化,MAV超,木,スクワット＋後面＋肩・胸,4,プレートフロントレイズ,,3,10-12,7.5,7.5,,8,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。水曜OHP日から移し、肩の日内集中を避ける。,
9,筋力特化,MAV超,木,スクワット＋後面＋肩・胸,5,プレートリアデルトフライ,,3,12,5,5,,8,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。水曜から移して肩を分散。,姿勢を保つ肩甲骨周り。
9,筋力特化,MAV超,木,スクワット＋後面＋肩・胸,6,バーベルシュラッグ,,3,10,127.5,127.5,,8,1分15秒,僧帽,収縮1秒。首を前に出さない。僧帽の週内分散枠。,
9,筋力特化,MAV超,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,3,6-8,85,85,,8,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
9,筋力特化,MAV超,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,8,自重+2.5,77.5,,8,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
9,筋力特化,MAV超,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,3,12,10,10,,8,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
9,筋力特化,MAV超,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,3,12,35,35,,8,45秒,二頭,BJJ用密度。休憩45秒。水曜カールと分け、金曜は高レップ寄り。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
9,筋力特化,MAV超,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,3,12,自重,75,,8,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
9,筋力特化,MAV超,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,3,10,130,130,,8,1分15秒,僧帽,収縮1秒。首を前に出さない。金曜は中重量。セットは他日と分散した残り枠。,
10,筋力特化,ビルド,月,ベンチ＋フロントスクワット＋胸,1,ベンチプレス,○,4,4,107.5,107.5,85,8,3.5分,胸,レッグドライブと広背で軌道を固定。,
10,筋力特化,ビルド,月,ベンチ＋フロントスクワット＋胸,2,フロントスクワット,,4,5,105,105,,8.5,3分,四頭,週2四頭の月。クリーングリップかクロスアーム。肘を高く、胴を立てたまま。木曜バックと合わせてMEV以上。,
10,筋力特化,ビルド,月,ベンチ＋フロントスクワット＋胸,3,クローズグリップベンチ,,4,8,85,85,,8.5,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
10,筋力特化,ビルド,月,ベンチ＋フロントスクワット＋胸,4,懸垂（プロネイト）,,3,6-8,自重+5,80,,8.5,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
10,筋力特化,ビルド,月,ベンチ＋フロントスクワット＋胸,5,プレートサイドレイズ,,3,12,10,10,,8.5,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。週内に分散した肩の1本。,
10,筋力特化,ビルド,月,ベンチ＋フロントスクワット＋胸,6,バーベルシュラッグ,,3,10,137.5,137.5,,8.5,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。僧帽は週4日に薄く分散。,襟を持つ姿勢の維持。
10,筋力特化,ビルド,火,デッド＋背中・僧帽,1,デッドリフト,○,4,3,150,150,85,8,4分,後面,Mixed Gripかフック。交互に入れ替えてもよい。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
10,筋力特化,ビルド,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6-8,77.5,77.5,,8.5,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
10,筋力特化,ビルド,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,3,6-8,自重+5,80,,8.5,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
10,筋力特化,ビルド,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,3,10,52.5,52.5,,8.5,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
10,筋力特化,ビルド,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,3,12,130,130,,8.5,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。セットは抑えめ（他日と分散）。,
10,筋力特化,ビルド,水,OHP＋腕・肩,1,オーバーヘッドプレス,○,4,4,65,65,80,8,3.5分,肩,頭をバーの下に入れるロックアウト。,
10,筋力特化,ビルド,水,OHP＋腕・肩,2,プレートサイドレイズ,,3,12-15,10,10,,8.5,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。フロント／リアは木曜へ移し、この日の肩集中を避ける。,
10,筋力特化,ビルド,水,OHP＋腕・肩,3,スカルクラッシャー,,3,10,42.5,42.5,,8.5,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。月曜から移し、三頭を週内分散。,エビ・ポストの肘伸ばし持久。
10,筋力特化,ビルド,水,OHP＋腕・肩,4,プレートオーバーヘッドエクステンション,,3,10,17.5,17.5,,8.5,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
10,筋力特化,ビルド,水,OHP＋腕・肩,5,バーベルカール,,3,8,37.5,37.5,,8.5,1分,二頭,肘を体側。下ろし3秒。金曜の高レップと分け、二頭を週2以上に分散。,クローズドガードの引き。
10,筋力特化,ビルド,木,スクワット＋後面＋肩・胸,1,バックスクワット,○,3,4,145,145,82.5,8,3.5分,四頭,RPEが9なら2.5kg下げる。,
10,筋力特化,ビルド,木,スクワット＋後面＋肩・胸,2,ルーマニアンデッドリフト,,4,6,122.5,122.5,,8.5,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。デッドと合わせて後面をMEV〜MAVへ。,ヒップヒンジとタックル耐性。
10,筋力特化,ビルド,木,スクワット＋後面＋肩・胸,3,スポトプレス,,4,6-8,87.5,87.5,,8.5,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
10,筋力特化,ビルド,木,スクワット＋後面＋肩・胸,4,プレートフロントレイズ,,3,10-12,7.5,7.5,,8.5,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。水曜OHP日から移し、肩の日内集中を避ける。,
10,筋力特化,ビルド,木,スクワット＋後面＋肩・胸,5,プレートリアデルトフライ,,3,12,5,5,,8.5,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。水曜から移して肩を分散。,姿勢を保つ肩甲骨周り。
10,筋力特化,ビルド,木,スクワット＋後面＋肩・胸,6,バーベルシュラッグ,,3,10,130,130,,8.5,1分15秒,僧帽,収縮1秒。首を前に出さない。僧帽の週内分散枠。,
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,4,6-8,87.5,87.5,,8.5,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,8,自重+2.5,77.5,,8.5,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,3,12,10,10,,8.5,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,3,12,37.5,37.5,,8.5,45秒,二頭,BJJ用密度。休憩45秒。水曜カールと分け、金曜は高レップ寄り。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,3,12,自重,75,,8.5,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,3,10,132.5,132.5,,8.5,1分15秒,僧帽,収縮1秒。首を前に出さない。金曜は中重量。セットは他日と分散した残り枠。,
11,筋力特化,MRV週,月,ベンチ＋フロントスクワット＋胸,1,ベンチプレス,○,5,3,110,110,87.5,8.5,3.5分,胸,MRV週。重いが補助量は落とさない。,
11,筋力特化,MRV週,月,ベンチ＋フロントスクワット＋胸,2,フロントスクワット,,4,5,107.5,107.5,,9,3分,四頭,週2四頭の月。クリーングリップかクロスアーム。肘を高く、胴を立てたまま。木曜バックと合わせてMEV以上。,
11,筋力特化,MRV週,月,ベンチ＋フロントスクワット＋胸,3,クローズグリップベンチ,,4,8,87.5,87.5,,9,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
11,筋力特化,MRV週,月,ベンチ＋フロントスクワット＋胸,4,懸垂（プロネイト）,,4,6-8,自重+5,80,,9,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
11,筋力特化,MRV週,月,ベンチ＋フロントスクワット＋胸,5,プレートサイドレイズ,,4,12,12.5,12.5,,9,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。週内に分散した肩の1本。,
11,筋力特化,MRV週,月,ベンチ＋フロントスクワット＋胸,6,バーベルシュラッグ,,4,10,140,140,,9,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。僧帽は週4日に薄く分散。,襟を持つ姿勢の維持。
11,筋力特化,MRV週,火,デッド＋背中・僧帽,1,デッドリフト,○,5,2,152.5,152.5,87.5,8.5,4分,後面,腰を丸めない。火曜実施なので日曜BJJまで4日空く。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
11,筋力特化,MRV週,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6-8,80,80,,9,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
11,筋力特化,MRV週,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,4,6-8,自重+5,80,,9,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
11,筋力特化,MRV週,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,4,10,55,55,,9,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
11,筋力特化,MRV週,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,4,12,132.5,132.5,,9,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。セットは抑えめ（他日と分散）。,
11,筋力特化,MRV週,水,OHP＋腕・肩,1,オーバーヘッドプレス,○,4,3,65,65,82.5,8.5,3.5分,肩,MRVはレイズ側で稼ぐ。,
11,筋力特化,MRV週,水,OHP＋腕・肩,2,プレートサイドレイズ,,4,12-15,12.5,12.5,,9,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。フロント／リアは木曜へ移し、この日の肩集中を避ける。,
11,筋力特化,MRV週,水,OHP＋腕・肩,3,スカルクラッシャー,,4,10,45,45,,9,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。月曜から移し、三頭を週内分散。,エビ・ポストの肘伸ばし持久。
11,筋力特化,MRV週,水,OHP＋腕・肩,4,プレートオーバーヘッドエクステンション,,3,10,20,20,,9,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
11,筋力特化,MRV週,水,OHP＋腕・肩,5,バーベルカール,,3,8,40,40,,9,1分,二頭,肘を体側。下ろし3秒。金曜の高レップと分け、二頭を週2以上に分散。,クローズドガードの引き。
11,筋力特化,MRV週,木,スクワット＋後面＋肩・胸,1,バックスクワット,○,3,3,150,150,85,8.5,3.5分,四頭,トリプル。深さだけは落とさない。,
11,筋力特化,MRV週,木,スクワット＋後面＋肩・胸,2,ルーマニアンデッドリフト,,5,6,125,125,,9,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。デッドと合わせて後面をMEV〜MAVへ。,ヒップヒンジとタックル耐性。
11,筋力特化,MRV週,木,スクワット＋後面＋肩・胸,3,スポトプレス,,5,6-8,90,90,,9,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
11,筋力特化,MRV週,木,スクワット＋後面＋肩・胸,4,プレートフロントレイズ,,4,10-12,7.5,7.5,,9,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。水曜OHP日から移し、肩の日内集中を避ける。,
11,筋力特化,MRV週,木,スクワット＋後面＋肩・胸,5,プレートリアデルトフライ,,4,12,5,5,,9,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。水曜から移して肩を分散。,姿勢を保つ肩甲骨周り。
11,筋力特化,MRV週,木,スクワット＋後面＋肩・胸,6,バーベルシュラッグ,,4,10,132.5,132.5,,9,1分15秒,僧帽,収縮1秒。首を前に出さない。僧帽の週内分散枠。,
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,5,6-8,90,90,,9,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,8,自重+2.5,77.5,,9,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,4,12,12.5,12.5,,9,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,4,12,40,40,,9,45秒,二頭,BJJ用密度。休憩45秒。水曜カールと分け、金曜は高レップ寄り。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,5,12,自重,75,,9,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,4,10,135,135,,9,1分15秒,僧帽,収縮1秒。首を前に出さない。金曜は中重量。セットは他日と分散した残り枠。,
12,筋力特化,ディロード,月,ベンチ＋フロントスクワット＋胸,1,ベンチプレス,○,2,3,85,85,67.5,5,3.5分,胸,ディロード。,
12,筋力特化,ディロード,月,ベンチ＋フロントスクワット＋胸,2,フロントスクワット,,2,5,92.5,92.5,,6,3分,四頭,週2四頭の月。クリーングリップかクロスアーム。肘を高く、胴を立てたまま。木曜バックと合わせてMEV以上。,
12,筋力特化,ディロード,月,ベンチ＋フロントスクワット＋胸,3,クローズグリップベンチ,,2,8,75,75,,6,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
12,筋力特化,ディロード,月,ベンチ＋フロントスクワット＋胸,4,懸垂（プロネイト）,,2,6-8,自重,75,,6,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
12,筋力特化,ディロード,月,ベンチ＋フロントスクワット＋胸,5,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。週内に分散した肩の1本。,
12,筋力特化,ディロード,月,ベンチ＋フロントスクワット＋胸,6,バーベルシュラッグ,,2,10,120,120,,6,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。僧帽は週4日に薄く分散。,襟を持つ姿勢の維持。
12,筋力特化,ディロード,火,デッド＋背中・僧帽,1,デッドリフト,○,2,2,117.5,117.5,67.5,5,4分,後面,ディロード。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
12,筋力特化,ディロード,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,2,6-8,67.5,67.5,,6,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
12,筋力特化,ディロード,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,2,6-8,自重,75,,6,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
12,筋力特化,ディロード,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,2,10,47.5,47.5,,6,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
12,筋力特化,ディロード,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,2,12,112.5,112.5,,6,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。セットは抑えめ（他日と分散）。,
12,筋力特化,ディロード,水,OHP＋腕・肩,1,オーバーヘッドプレス,○,2,4,52.5,52.5,65,5,3.5分,肩,ディロード。,
12,筋力特化,ディロード,水,OHP＋腕・肩,2,プレートサイドレイズ,,2,12-15,5,5,,6,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。フロント／リアは木曜へ移し、この日の肩集中を避ける。,
12,筋力特化,ディロード,水,OHP＋腕・肩,3,スカルクラッシャー,,2,10,37.5,37.5,,6,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。月曜から移し、三頭を週内分散。,エビ・ポストの肘伸ばし持久。
12,筋力特化,ディロード,水,OHP＋腕・肩,4,プレートオーバーヘッドエクステンション,,2,10,17.5,17.5,,6,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
12,筋力特化,ディロード,水,OHP＋腕・肩,5,バーベルカール,,2,8,35,35,,6,1分,二頭,肘を体側。下ろし3秒。金曜の高レップと分け、二頭を週2以上に分散。,クローズドガードの引き。
12,筋力特化,ディロード,木,スクワット＋後面＋肩・胸,1,バックスクワット,○,2,3,115,115,65,5,3.5分,四頭,ディロード。,
12,筋力特化,ディロード,木,スクワット＋後面＋肩・胸,2,ルーマニアンデッドリフト,,2,6,107.5,107.5,,6,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。デッドと合わせて後面をMEV〜MAVへ。,ヒップヒンジとタックル耐性。
12,筋力特化,ディロード,木,スクワット＋後面＋肩・胸,3,スポトプレス,,2,6-8,77.5,77.5,,6,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
12,筋力特化,ディロード,木,スクワット＋後面＋肩・胸,4,プレートフロントレイズ,,2,10-12,5,5,,6,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。水曜OHP日から移し、肩の日内集中を避ける。,
12,筋力特化,ディロード,木,スクワット＋後面＋肩・胸,5,プレートリアデルトフライ,,2,12,2.5,2.5,,6,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。水曜から移して肩を分散。,姿勢を保つ肩甲骨周り。
12,筋力特化,ディロード,木,スクワット＋後面＋肩・胸,6,バーベルシュラッグ,,2,10,112.5,112.5,,6,1分15秒,僧帽,収縮1秒。首を前に出さない。僧帽の週内分散枠。,
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,2,6-8,77.5,77.5,,6,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,2,8,自重,75,,6,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,2,12,35,35,,6,45秒,二頭,BJJ用密度。休憩45秒。水曜カールと分け、金曜は高レップ寄り。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,2,12,自重,75,,6,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,2,10,115,115,,6,1分15秒,僧帽,収縮1秒。首を前に出さない。金曜は中重量。セットは他日と分散した残り枠。,
13,ピーク,MAV超,月,ベンチ＋フロントスクワット＋胸,1,ベンチプレス,○,4,3,110,110,87.5,7.5,3.5分,胸,ピーク。毎回同じセットアップ。,
13,ピーク,MAV超,月,ベンチ＋フロントスクワット＋胸,2,フロントスクワット,,3,5,105,105,,8,3分,四頭,週2四頭の月。クリーングリップかクロスアーム。肘を高く、胴を立てたまま。木曜バックと合わせてMEV以上。,
13,ピーク,MAV超,月,ベンチ＋フロントスクワット＋胸,3,クローズグリップベンチ,,4,8,85,85,,8,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
13,ピーク,MAV超,月,ベンチ＋フロントスクワット＋胸,4,懸垂（プロネイト）,,3,6-8,自重+7.5,82.5,,8,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
13,ピーク,MAV超,月,ベンチ＋フロントスクワット＋胸,5,プレートサイドレイズ,,3,12,12.5,12.5,,8,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。週内に分散した肩の1本。,
