週,ブロック,フェーズ,曜日,セッション,順番,種目,メイン,セット,レップ,重量,kg,%1RM,RPE,休憩,対象,メモ,BJJメモ
10,筋力特化,ビルド,水,OHP＋肩,3,プレートフロントレイズ,,3,10-12,7.5,7.5,,8.5,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。OHPの前部三角をIsolatedで足す。,
10,筋力特化,ビルド,水,OHP＋肩,4,プレートリアデルトフライ,,3,12,5,5,,8.5,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。,姿勢を保つ肩甲骨周り。
10,筋力特化,ビルド,水,OHP＋肩,5,プレートオーバーヘッドエクステンション,,3,10,17.5,17.5,,8.5,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
10,筋力特化,ビルド,木,スクワット＋後面＋胸,1,バックスクワット,○,3,4,145,145,82.5,8,3.5分,四頭,RPEが9なら2.5kg下げる。,
10,筋力特化,ビルド,木,スクワット＋後面＋胸,2,ルーマニアンデッドリフト,,3,6,122.5,122.5,,8.5,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。,ヒップヒンジとタックル耐性。
10,筋力特化,ビルド,木,スクワット＋後面＋胸,3,スポトプレス,,4,6-8,87.5,87.5,,8.5,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,4,6-8,87.5,87.5,,8.5,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,8,自重+2.5,77.5,,8.5,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,3,12,10,10,,8.5,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,4,12,37.5,37.5,,8.5,45秒,二頭,BJJ用密度。休憩45秒。フォームが崩れない範囲で血流を乗せる。下ろし3秒。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,3,12,自重,75,,8.5,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
10,筋力特化,ビルド,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,4,10,132.5,132.5,,8.5,1分15秒,僧帽,MRV週はセット6。収縮1秒。首を前に出さない。金曜は中重量でパンプ。,
11,筋力特化,MRV週,月,ベンチ＋胸・肩,1,ベンチプレス,○,5,3,110,110,87.5,8.5,3.5分,胸,MRV週。重いが補助量は落とさない。,
11,筋力特化,MRV週,月,ベンチ＋胸・肩,2,クローズグリップベンチ,,4,8,87.5,87.5,,9,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
11,筋力特化,MRV週,月,ベンチ＋胸・肩,3,懸垂（プロネイト）,,4,6-8,自重+5,80,,9,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
11,筋力特化,MRV週,月,ベンチ＋胸・肩,4,プレートサイドレイズ,,4,12,12.5,12.5,,9,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。,
11,筋力特化,MRV週,月,ベンチ＋胸・肩,5,バーベルシュラッグ,,5,10,140,140,,9,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。,襟を持つ姿勢の維持。
11,筋力特化,MRV週,月,ベンチ＋胸・肩,6,スカルクラッシャー,,4,10,45,45,,9,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。,エビ・ポストの肘伸ばし持久。
11,筋力特化,MRV週,火,デッド＋背中・僧帽,1,デッドリフト,○,5,2,152.5,152.5,87.5,8.5,4分,後面,腰を丸めない。火曜実施なので日曜BJJまで4日空く。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
11,筋力特化,MRV週,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6-8,95,95,,9,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
11,筋力特化,MRV週,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,4,6-8,自重+5,80,,9,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
11,筋力特化,MRV週,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,4,10,55,55,,9,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
11,筋力特化,MRV週,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,5,12,132.5,132.5,,9,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。,
11,筋力特化,MRV週,水,OHP＋肩,1,オーバーヘッドプレス,○,4,3,65,65,82.5,8.5,3.5分,肩,MRVはレイズ側で稼ぐ。,
11,筋力特化,MRV週,水,OHP＋肩,2,プレートサイドレイズ,,4,12-15,12.5,12.5,,9,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。,
11,筋力特化,MRV週,水,OHP＋肩,3,プレートフロントレイズ,,4,10-12,7.5,7.5,,9,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。OHPの前部三角をIsolatedで足す。,
11,筋力特化,MRV週,水,OHP＋肩,4,プレートリアデルトフライ,,4,12,5,5,,9,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。,姿勢を保つ肩甲骨周り。
11,筋力特化,MRV週,水,OHP＋肩,5,プレートオーバーヘッドエクステンション,,3,10,20,20,,9,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
11,筋力特化,MRV週,木,スクワット＋後面＋胸,1,バックスクワット,○,3,3,150,150,85,8.5,3.5分,四頭,トリプル。深さだけは落とさない。,
11,筋力特化,MRV週,木,スクワット＋後面＋胸,2,ルーマニアンデッドリフト,,3,6,125,125,,9,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。,ヒップヒンジとタックル耐性。
11,筋力特化,MRV週,木,スクワット＋後面＋胸,3,スポトプレス,,5,6-8,90,90,,9,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,5,6-8,90,90,,9,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,8,自重+2.5,77.5,,9,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,4,12,12.5,12.5,,9,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,5,12,40,40,,9,45秒,二頭,BJJ用密度。休憩45秒。フォームが崩れない範囲で血流を乗せる。下ろし3秒。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,5,12,自重,75,,9,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
11,筋力特化,MRV週,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,6,10,135,135,,9,1分15秒,僧帽,MRV週はセット6。収縮1秒。首を前に出さない。金曜は中重量でパンプ。,
12,筋力特化,ディロード,月,ベンチ＋胸・肩,1,ベンチプレス,○,2,3,85,85,67.5,5,3.5分,胸,ディロード。,
12,筋力特化,ディロード,月,ベンチ＋胸・肩,2,クローズグリップベンチ,,2,8,75,75,,6,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
12,筋力特化,ディロード,月,ベンチ＋胸・肩,3,懸垂（プロネイト）,,2,6-8,自重,75,,6,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
12,筋力特化,ディロード,月,ベンチ＋胸・肩,4,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。,
12,筋力特化,ディロード,月,ベンチ＋胸・肩,5,バーベルシュラッグ,,2,10,120,120,,6,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。,襟を持つ姿勢の維持。
12,筋力特化,ディロード,月,ベンチ＋胸・肩,6,スカルクラッシャー,,2,10,37.5,37.5,,6,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。,エビ・ポストの肘伸ばし持久。
12,筋力特化,ディロード,火,デッド＋背中・僧帽,1,デッドリフト,○,2,2,117.5,117.5,67.5,5,4分,後面,ディロード。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
12,筋力特化,ディロード,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,2,6-8,80,80,,6,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
12,筋力特化,ディロード,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,2,6-8,自重,75,,6,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
12,筋力特化,ディロード,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,2,10,47.5,47.5,,6,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
12,筋力特化,ディロード,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,2,12,112.5,112.5,,6,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。,
12,筋力特化,ディロード,水,OHP＋肩,1,オーバーヘッドプレス,○,2,4,52.5,52.5,65,5,3.5分,肩,ディロード。,
12,筋力特化,ディロード,水,OHP＋肩,2,プレートサイドレイズ,,2,12-15,5,5,,6,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。,
12,筋力特化,ディロード,水,OHP＋肩,3,プレートフロントレイズ,,2,10-12,5,5,,6,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。OHPの前部三角をIsolatedで足す。,
12,筋力特化,ディロード,水,OHP＋肩,4,プレートリアデルトフライ,,2,12,2.5,2.5,,6,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。,姿勢を保つ肩甲骨周り。
12,筋力特化,ディロード,水,OHP＋肩,5,プレートオーバーヘッドエクステンション,,2,10,17.5,17.5,,6,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
12,筋力特化,ディロード,木,スクワット＋後面＋胸,1,バックスクワット,○,2,3,115,115,65,5,3.5分,四頭,ディロード。,
12,筋力特化,ディロード,木,スクワット＋後面＋胸,2,ルーマニアンデッドリフト,,2,6,107.5,107.5,,6,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。,ヒップヒンジとタックル耐性。
12,筋力特化,ディロード,木,スクワット＋後面＋胸,3,スポトプレス,,2,6-8,77.5,77.5,,6,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,2,6-8,77.5,77.5,,6,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,2,8,自重,75,,6,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,2,12,5,5,,6,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,2,12,35,35,,6,45秒,二頭,BJJ用密度。休憩45秒。フォームが崩れない範囲で血流を乗せる。下ろし3秒。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,2,12,自重,75,,6,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
12,筋力特化,ディロード,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,2,10,115,115,,6,1分15秒,僧帽,MRV週はセット6。収縮1秒。首を前に出さない。金曜は中重量でパンプ。,
13,ピーク,MAV超,月,ベンチ＋胸・肩,1,ベンチプレス,○,4,3,110,110,87.5,7.5,3.5分,胸,ピーク。毎回同じセットアップ。,
13,ピーク,MAV超,月,ベンチ＋胸・肩,2,クローズグリップベンチ,,4,8,85,85,,8,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
13,ピーク,MAV超,月,ベンチ＋胸・肩,3,懸垂（プロネイト）,,3,6-8,自重+7.5,82.5,,8,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
13,ピーク,MAV超,月,ベンチ＋胸・肩,4,プレートサイドレイズ,,3,12,12.5,12.5,,8,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。,
13,ピーク,MAV超,月,ベンチ＋胸・肩,5,バーベルシュラッグ,,4,10,137.5,137.5,,8,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。,襟を持つ姿勢の維持。
13,ピーク,MAV超,月,ベンチ＋胸・肩,6,スカルクラッシャー,,3,8,42.5,42.5,,8,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。,エビ・ポストの肘伸ばし持久。
13,ピーク,MAV超,火,デッド＋背中・僧帽,1,デッドリフト,○,4,2,157.5,157.5,90,7.5,4分,後面,ピーク。ウォームアップを多めに。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
13,ピーク,MAV超,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6,92.5,92.5,,8,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
13,ピーク,MAV超,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,3,6,自重+7.5,82.5,,8,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
13,ピーク,MAV超,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,3,10,52.5,52.5,,8,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
13,ピーク,MAV超,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,4,10,130,130,,8,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。,
13,ピーク,MAV超,水,OHP＋肩,1,オーバーヘッドプレス,○,4,3,65,65,82.5,7.5,3.5分,肩,トリプル。パンプは後のレイズで。,
13,ピーク,MAV超,水,OHP＋肩,2,プレートサイドレイズ,,3,12,12.5,12.5,,8,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。,
13,ピーク,MAV超,水,OHP＋肩,3,プレートフロントレイズ,,3,10,7.5,7.5,,8,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。OHPの前部三角をIsolatedで足す。,
13,ピーク,MAV超,水,OHP＋肩,4,プレートリアデルトフライ,,3,12,5,5,,8,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。,姿勢を保つ肩甲骨周り。
13,ピーク,MAV超,水,OHP＋肩,5,プレートオーバーヘッドエクステンション,,3,10,17.5,17.5,,8,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
13,ピーク,MAV超,木,スクワット＋後面＋胸,1,バックスクワット,○,3,3,145,145,82.5,7.5,3.5分,四頭,ピーク期は脚の疲労を残さない。,
13,ピーク,MAV超,木,スクワット＋後面＋胸,2,ルーマニアンデッドリフト,,3,6,122.5,122.5,,8,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。,ヒップヒンジとタックル耐性。
13,ピーク,MAV超,木,スクワット＋後面＋胸,3,スポトプレス,,3,6,87.5,87.5,,8,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
13,ピーク,MAV超,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,3,6,87.5,87.5,,8,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
13,ピーク,MAV超,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,AMRAP-2,自重+2.5,77.5,,8,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
13,ピーク,MAV超,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,3,12,12.5,12.5,,8,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
13,ピーク,MAV超,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,4,10,37.5,37.5,,8,45秒,二頭,BJJ用密度。休憩45秒。フォームが崩れない範囲で血流を乗せる。下ろし3秒。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
13,ピーク,MAV超,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,3,10,自重,75,,8,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
13,ピーク,MAV超,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,4,8,132.5,132.5,,8,1分15秒,僧帽,MRV週はセット6。収縮1秒。首を前に出さない。金曜は中重量でパンプ。,
14,ピーク,ビルド,月,ベンチ＋胸・肩,1,ベンチプレス,○,5,2,112.5,112.5,90,8,3.5分,胸,ダブル。尻を浮かさない。,
14,ピーク,ビルド,月,ベンチ＋胸・肩,2,クローズグリップベンチ,,4,8,87.5,87.5,,8.5,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
14,ピーク,ビルド,月,ベンチ＋胸・肩,3,懸垂（プロネイト）,,3,6-8,自重+7.5,82.5,,8.5,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
14,ピーク,ビルド,月,ベンチ＋胸・肩,4,プレートサイドレイズ,,4,12,12.5,12.5,,8.5,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。,
14,ピーク,ビルド,月,ベンチ＋胸・肩,5,バーベルシュラッグ,,4,10,140,140,,8.5,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。,襟を持つ姿勢の維持。
14,ピーク,ビルド,月,ベンチ＋胸・肩,6,スカルクラッシャー,,3,8,45,45,,8.5,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。,エビ・ポストの肘伸ばし持久。
14,ピーク,ビルド,火,デッド＋背中・僧帽,1,デッドリフト,○,3,2,162.5,162.5,92.5,8,4分,後面,失敗しそうならシングルに切る。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
14,ピーク,ビルド,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6,95,95,,8.5,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
14,ピーク,ビルド,火,デッド＋背中・僧帽,3,チンアップ（アンダーグリップ）,,3,6,自重+7.5,82.5,,8.5,2分,背中・二頭,手のひら向き。胸をバーへ。8回未満ならレストポーズ。,ガードリテンションの二頭。最終セットは10秒ぶら下がり。
14,ピーク,ビルド,火,デッド＋背中・僧帽,4,バーベルアップライトロウ,,4,10,55,55,,8.5,1分15秒,肩・僧帽,握りは肩幅以上。バーは鎖骨まで。狭い握りは肩の衝突リスクがあるので避ける。,
14,ピーク,ビルド,火,デッド＋背中・僧帽,5,バーベルシュラッグ,,4,10,132.5,132.5,,8.5,1分15秒,僧帽,デッドの後なので重量はDay Aより2.5〜5kg軽くてもよい。収縮を優先。,
14,ピーク,ビルド,水,OHP＋肩,1,オーバーヘッドプレス,○,4,3,67.5,67.5,85,8,3.5分,肩,RPE9を超えたら2.5kg下げる。,
14,ピーク,ビルド,水,OHP＋肩,2,プレートサイドレイズ,,4,12,12.5,12.5,,8.5,1分,肩,やや前傾。プレートの縁を持つ。パンプ優先で休憩は短く。,
14,ピーク,ビルド,水,OHP＋肩,3,プレートフロントレイズ,,3,10,7.5,7.5,,8.5,1分,肩,腕はほぼ伸ばしたまま、顔の高さまで。反動禁止。OHPの前部三角をIsolatedで足す。,
14,ピーク,ビルド,水,OHP＋肩,4,プレートリアデルトフライ,,3,12,5,5,,8.5,1分,肩,前傾し、小指側から開く。僧帽で引かない。重量より位置。,姿勢を保つ肩甲骨周り。
14,ピーク,ビルド,水,OHP＋肩,5,プレートオーバーヘッドエクステンション,,3,10,20,20,,8.5,1分15秒,三頭,プレートを両手で持ち、肘を耳の横に固定して頭の後ろへ。三頭長頭。,頭上からのフレーム維持。
14,ピーク,ビルド,木,スクワット＋後面＋胸,1,バックスクワット,○,3,2,150,150,85,8,3.5分,四頭,ダブル。ウォームアップは短くてよい。,
14,ピーク,ビルド,木,スクワット＋後面＋胸,2,ルーマニアンデッドリフト,,3,6,125,125,,8.5,2分30秒,後面,膝は軽く曲げ、バーは腿に沿わせて下ろす。ハムの伸びを感じたら戻す。腰を丸めない。,ヒップヒンジとタックル耐性。
14,ピーク,ビルド,木,スクワット＋後面＋胸,3,スポトプレス,,4,6,90,90,,8.5,2分,胸,胸の2〜3cm上で1秒停止。大胸筋の緊張を切らない。ピークMRV週はメインのセット不足をここで補う。,
14,ピーク,ビルド,金,胸・腕のBJJポンプ,1,ポーズベンチ（胸で1秒）,,4,6,90,90,,8.5,2分,胸・三頭,ブロック1-2はフロアプレス（上腕が床についたら1秒）。ブロック3-4は胸で1秒ポーズベンチ。金曜は重量より精度。,胸の圧と三頭のロックアウト。日曜ロールの前々日なのでRPEを守る。
14,ピーク,ビルド,金,胸・腕のBJJポンプ,2,懸垂（筋持久）,,3,AMRAP-2,自重+2.5,77.5,,8.5,1分,背中・二頭,休憩を短くする。最後のセットはAMRAP（1レップ残し）。加重は控えめ。,ロール中の引き持久。試合週はAMRAPをやめる。
14,ピーク,ビルド,金,胸・腕のBJJポンプ,3,プレートサイドレイズ,,3,12,12.5,12.5,,8.5,1分,肩,この日は仕上げ。少し軽いプレートでも可。片側ずつでもよい。,
14,ピーク,ビルド,金,胸・腕のBJJポンプ,4,バーベルカール（高レップ）,,4,10,40,40,,8.5,45秒,二頭,BJJ用密度。休憩45秒。フォームが崩れない範囲で血流を乗せる。下ろし3秒。,クローズドガードの引き、襟制御。試合週はRPE7で打切り。
14,ピーク,ビルド,金,胸・腕のBJJポンプ,5,ナロープッシュアップ,,3,10,自重,75,,8.5,45秒,胸・三頭,手は肩幅より狭く。胸を床すれすれまで。途中で止まったらレストポーズで規定回数へ。,胸と三頭の密度。ガードパスの圧。最後のセットは6秒フレーム姿勢。
14,ピーク,ビルド,金,胸・腕のBJJポンプ,6,バーベルシュラッグ,,4,8,135,135,,8.5,1分15秒,僧帽,MRV週はセット6。収縮1秒。首を前に出さない。金曜は中重量でパンプ。,
15,ピーク,MRV週,月,ベンチ＋胸・肩,1,ベンチプレス,○,3,2,115,115,92.5,8.5,3.5分,胸,重いダブルのあと、胸のMRVは補助で稼ぐ。,
15,ピーク,MRV週,月,ベンチ＋胸・肩,2,クローズグリップベンチ,,4,8,90,90,,9,2分,胸・三頭,握りは肩幅。肘を体側に寄せ、三頭と内側胸を狙う。,フレームとポストの肘伸展に直結。
15,ピーク,MRV週,月,ベンチ＋胸・肩,3,懸垂（プロネイト）,,4,6-8,自重+7.5,82.5,,9,2分,背中・二頭,胸をバーに近づける。8回できなければレストポーズで規定回数を揃える。加重はプレートを足に挟むかリュック。,ガード引き込み・クリメ。最終セットは顎オーバーで3秒保持。
15,ピーク,MRV週,月,ベンチ＋胸・肩,4,プレートサイドレイズ,,4,12,12.5,12.5,,9,1分,肩,小指側を少し上げ、肩の高さ直前で止める。下部で伸張位を1秒。,
15,ピーク,MRV週,月,ベンチ＋胸・肩,5,バーベルシュラッグ,,5,10,142.5,142.5,,9,1分15秒,僧帽,肩を耳に近づける。回転させない。1秒収縮。ストラップ可。,襟を持つ姿勢の維持。
15,ピーク,MRV週,月,ベンチ＋胸・肩,6,スカルクラッシャー,,4,8,47.5,47.5,,9,1分15秒,三頭,バーベルを額のやや後ろへ。肘を開かない。肩を少し伸ばして長頭を使う。,エビ・ポストの肘伸ばし持久。
15,ピーク,MRV週,火,デッド＋背中・僧帽,1,デッドリフト,○,3,1,167.5,167.5,95,8.5,4分,後面,シングル3本。記録会のセットアップを再現。,火曜実施。日曜BJJまで中2日以上空く。ハードローリング週でも%は維持。
15,ピーク,MRV週,火,デッド＋背中・僧帽,2,ベントオーバーロウ,,4,6,97.5,97.5,,9,2分,背中,体幹は床とほぼ平行。バーをお腹に引く。デッドの後なので重量は欲張らない。,プルとクローズの姿勢。
